PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,Outcome_2016,Outcome_2012
0.00546714272822,0.00554957935881,0.205784204672,0.00554961270651,0.368852459016,0.514450867052,0.198770491803,0.797752808989,0.772582359192,0.219741480611,0.00542299349241,0.0259433962264,0.00787401574803,0.0612244897959,0.0261506276151,0.759162303665,0.697959183673,0.0282685512367,0.0366108786611,0.751851851852,0.248595505618,0.0178506814618,0.547738693467,0.00651865660713,0.771505376344,0.0842639593909,0.127830292372,0.00620304301391,0.301754385965,0.294118741857,0.329538786527,0.214149139579,0.00322635421973,0.00266327634045,0.403730115195,0.00311541628918,0.00388465432594,0.227886056972,0.0,0.0229681978799,0.0,0.00897435897436,0.564056939502,0.0,0.0,0.00502196087308,0.148551980198,0.00354644708413,0.00327009485771,0.00407167450191,0.00132148126822,1.0,1.0
0.0197719218249,0.0185549196411,0.298109010011,0.0185550311386,0.33606557377,0.42774566474,0.299180327869,0.790262172285,0.870350690755,0.112808460635,0.00759219088937,0.0212264150943,0.00787401574803,0.0544217687075,0.0460251046025,0.83664921466,0.638775510204,0.0636042402827,0.0575313807531,0.816666666667,0.344101123596,0.0583283078036,0.540201005025,0.0308183913353,0.715053763441,0.247715736041,0.163442514838,0.0226755614717,0.235087719298,0.334971152057,0.295691037828,0.248565965583,0.0192357055132,0.014471169902,0.412506856829,0.0174514055316,0.0181815576824,0.0404797601199,0.00557103064067,0.017667844523,0.0,0.0166666666667,0.485765124555,0.00833124718328,0.0,0.0249050724093,0.21245049505,0.0175781592573,0.0345481777334,0.0109123680721,0.00164969230216,1.0,1.0
0.00264920523349,0.00278808080434,0.16573971079,0.00278809755805,0.344262295082,0.398843930636,0.254098360656,0.61797752809,0.47821466525,0.559341950646,0.00650759219089,0.0117924528302,0.0157480314961,0.030612244898,0.0449790794979,0.455497382199,0.69387755102,0.0512367491166,0.0523012552301,0.531481481481,0.143258426966,0.00638644313111,0.507537688442,0.00337375871006,0.649193548387,0.107614213198,0.0761705869422,0.00283777299673,0.284210526316,0.150027917365,0.126403395533,0.493307839388,0.00183234805135,0.00173981421805,0.361492046078,0.00163435140247,0.00159225934629,0.0,0.0,0.0,0.0,0.0,0.480427046263,0.0,0.0,0.00158117782414,0.0783910891089,0.0,0.000199700449326,0.00606778742868,0.000446251844388,1.0,0.0
0.00221615541714,0.00232589593895,0.169076751947,0.00232550252212,0.311475409836,0.393063583815,0.219262295082,0.591760299625,0.755579171095,0.259694477086,0.00433839479393,0.00471698113208,0.00787401574803,0.030612244898,0.0198744769874,0.747643979058,0.730612244898,0.0212014134276,0.0219665271967,0.601851851852,0.125,0.00399529610421,0.582914572864,0.00256370055013,0.801075268817,0.0741116751269,0.0775994724115,0.00218490256474,0.414035087719,0.161157640052,0.160984626218,0.328871892925,0.0010859821425,0.00082766838841,0.433351618212,0.00119034908097,0.00132290293618,0.223388305847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104697400359,0.0718316831683,0.000432740806561,0.000474288567149,0.0042650728553,0.000529744124951,1.0,1.0
0.0056968637447,0.0058297623832,0.196885428254,0.00582979741454,0.377049180328,0.468208092486,0.264344262295,0.76404494382,0.964930924548,0.021151586369,0.00650759219089,0.00707547169811,0.00787401574803,0.0408163265306,0.0889121338912,0.886910994764,0.773469387755,0.0759717314488,0.076359832636,0.592592592593,0.125,0.0136835122422,0.741206030151,0.00682734590948,0.827956989247,0.0456852791878,0.106836667399,0.00652406086028,0.298245614035,0.222631676903,0.236269217228,0.284894837476,0.00260635714201,0.00178902693304,0.410861217773,0.00376661969404,0.00425812367471,0.0,0.0,0.0,0.0,0.0,0.4128113879,0.00201768557433,0.0,0.00268403208279,0.0695792079208,0.000842430531765,7.48876684973e-05,0.00441764724924,0.00127973512794,1.0,1.0
0.00105549096986,0.00110331614076,0.173526140156,0.00110322092233,0.393442622951,0.404624277457,0.22131147541,0.569288389513,0.230605738576,0.823736780259,0.00867678958785,0.00707547169811,0.0551181102362,0.0374149659864,0.076359832636,0.198952879581,0.691836734694,0.095406360424,0.0543933054393,0.422222222222,0.130617977528,0.00191171149439,0.565326633166,0.00126663117458,0.737903225806,0.0883248730964,0.055726533304,0.00114786323463,0.308771929825,0.183510143309,0.11781676642,0.395793499044,0.000442290908947,0.0,0.392210641799,0.000496859740724,0.000398303627715,0.0,0.0,0.0,0.0,0.0,0.690391459075,0.0,0.0,0.00036780558507,0.0494430693069,0.000147639561223,2.49625561658e-05,0.00426665358101,0.000251916363767,0.0,0.0
0.00199770298753,0.00212495042563,0.154616240267,0.00212506504288,0.377049180328,0.468208092486,0.284836065574,0.880149812734,0.517534537726,0.517038777908,0.00433839479393,0.0212264150943,0.0,0.0272108843537,0.010460251046,0.523560209424,0.89387755102,0.0141342756184,0.0177824267782,0.57962962963,0.151685393258,0.00450790013267,0.492462311558,0.00283304991348,0.684139784946,0.135025380711,0.0602330182458,0.00253904375687,0.217543859649,0.160710962218,0.097132574424,0.525812619503,0.00155196720729,0.00150296157908,0.407021393308,0.00115757748105,0.00168968613292,0.0,0.0,0.0583038869258,0.0,0.0,0.0,0.00235788911137,0.000275999341655,0.0019248884074,0.140173267327,0.00114358305365,4.99251123315e-05,0.00532518998433,0.000388670961241,1.0,1.0
0.0114494773402,0.0120693599137,0.163515016685,0.0120680065627,0.344262295082,0.42774566474,0.243852459016,0.812734082397,0.750265674814,0.24794359577,0.00542299349241,0.0212264150943,0.00787401574803,0.0578231292517,0.0345188284519,0.730890052356,0.669387755102,0.0424028268551,0.0470711297071,0.622222222222,0.181179775281,0.0343233626824,0.454773869347,0.0152877300166,0.662634408602,0.140101522843,0.0887008133656,0.0139808379897,0.242105263158,0.22445561139,0.195360481947,0.401529636711,0.00912619902301,0.00917698708179,0.395501919912,0.00671500653846,0.00832234894072,0.107946026987,0.0,0.0282685512367,0.0,0.00641025641026,0.439501779359,0.0158321597804,0.0,0.0129540522588,0.169282178218,0.00750399190018,0.0028457314029,0.00415022969663,0.00281714470796,1.0,1.0
0.00335981813687,0.00347178441856,0.185761957731,0.00347638845476,0.360655737705,0.404624277457,0.290983606557,0.831460674157,0.564293304995,0.464159811986,0.00325379609544,0.0188679245283,0.00787401574803,0.0374149659864,0.0188284518828,0.562303664921,0.714285714286,0.0194346289753,0.0135983263598,0.557407407407,0.120786516854,0.00810818960318,0.507537688442,0.00483680242679,0.65188172043,0.11269035533,0.0673774455924,0.00423762131038,0.214035087719,0.195849618463,0.12142549779,0.443594646272,0.00203374837596,0.00169244369026,0.391113549095,0.00248852729716,0.00189218102279,0.0,0.0,0.0,0.0,0.0,0.521352313167,0.00394200244506,0.0,0.00222186140353,0.0943069306931,0.000934795772247,0.000199700449326,0.00408603848765,0.000826285673157,1.0,1.0
0.00256518506825,0.00263826283673,0.191323692992,0.00263858423512,0.270491803279,0.375722543353,0.344262295082,0.752808988764,0.933049946865,0.0540540540541,0.00542299349241,0.00707547169811,0.0,0.0544217687075,0.0135983263598,0.926701570681,0.812244897959,0.0123674911661,0.0115062761506,0.616666666667,0.134831460674,0.00654927029309,0.565326633166,0.00464929162266,0.762096774194,0.0467005076142,0.0873818421631,0.00359806212949,0.122807017544,0.246826726224,0.145923796112,0.388145315488,0.00149668084367,0.00101688732999,0.422380691168,0.00164915147985,0.00208225877319,0.0,0.0,0.0,0.0,0.0,0.258007117438,0.00181620884948,0.000303160300989,0.00156425255457,0.0942202970297,0.000561110790175,4.99251123315e-05,0.00379167987088,0.000675135854896,1.0,1.0
